,artist,danceability,valence,tempo,liveness,song,popularity,speechiness,mood,loudness,duration_ms,energy,release_date,acousticness,mode,instrumentalness,key,year,artist_genre,artist_popularity,artist_followers,hit,words_count,words_average_size,1st_word,1st_occurence,1st_word_percentage,2nd_word,2nd_occurence,2nd_word_percentage,3rd_word,3rd_occurence,3rd_word_percentage,4th_word,4th_occurence,4th_word_percentage,5th_word,5th_occurence,5th_word_percentage,longest_word,longest_word_length,unique_word_percentage,Explicitness
4843,Morat,0.716,0.783,90.983,0.128,Bajo La Mesa,76.0,0.0739,Happy,-5.398,157081.0,0.624,5/22/2020,0.238,0.0,0.0,6.0,2020.0,colombian pop,83.0,12962561.0,1,3,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,lyrics,6,100.0,0
4844,ENHYPEN,0.631,0.459,108.07,0.321,Given-Taken,76.0,0.0377,Energetic,-4.939,183090.0,0.649,11/30/2020,0.17,0.0,0.0,8.0,2020.0,k-pop,80.0,11232018.0,1,43852,6.028382838283829,she,714,1.6282039587704096,her,655,1.4936604943902216,with,544,1.2405363495393598,is,445,1.0147769771048072,me,385,0.87795311502326,http:wwwgutenbergorg6856852,27,11.018881692967254,0
4845,Murilo Huff,0.683,0.678,122.847,0.407,Desejando Eu (Ao Vivo),76.0,0.0691,Energetic,-2.502,160565.0,0.883,3/5/2020,0.377,1.0,0.0,8.0,2020.0,sertanejo,76.0,2029982.0,1,14940,6.805147058823529,is,163,1.0910307898259706,by,146,0.9772423025435074,that,143,0.9571619812583668,as,119,0.7965194109772423,has,103,0.6894243641231593,interparliamentary,18,14.718875502008032,0
4846,Feid,0.793,0.697,167.969,0.0747,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",76.0,0.0785,Energetic,-4.731,333800.0,0.737,6/26/2020,0.0765,0.0,0.0,6.0,2020.0,reggaeton,90.0,16516637.0,1,6996,6.023510971786834,was,125,1.786735277301315,is,79,1.1292166952544311,that,77,1.10062893081761,as,75,1.072041166380789,from,50,0.714694110920526,opportunitiesmight,18,22.25557461406518,0
4847,BLACKPINK,0.79,0.91,159.972,0.0311,Ice Cream (with Selena Gomez),76.0,0.365,Energetic,-4.81,177813.0,0.701,10/2/2020,0.0317,1.0,8.06e-05,9.0,2020.0,k-pop,79.0,53278469.0,1,8187,6.6567567567567565,that,192,2.345181385122756,is,164,2.0031757664590204,black,126,1.5390252839868084,as,120,1.4657383657017222,white,99,1.209234151703921,revolutionarycharles,20,18.761451080982045,0
4848,Danna Paola,0.765,0.815,176.001,0.0567,Mala Fama,76.0,0.0926,Happy,-4.36,182600.0,0.574,2/7/2020,0.182,0.0,1.04e-05,6.0,2020.0,,71.0,5053548.0,1,20376,5.791839557399723,man,55,0.2699254024342363,an,51,0.2502944640753828,is,50,0.2453867294856694,that,43,0.2110325873576757,time,31,0.152139772281115,meschkmernanschordbtoumvordhosbnv7,34,40.65567334118571,1
4849,Joji,0.528,0.729,163.944,0.0949,Daylight,76.0,0.0479,Energetic,-7.571,163906.0,0.749,8/6/2020,0.00488,1.0,9.6e-05,7.0,2020.0,,79.0,10134644.0,1,12444,6.358506944444445,is,244,1.96078431372549,as,153,1.2295081967213115,that,132,1.0607521697203472,or,119,0.9562841530054644,buddhism,108,0.8678881388621023,mantrayanavajrayanatantrism,27,18.27386692381871,0
4850,Rauw Alejandro,0.732,0.443,171.887,0.651,Perreo Pesau',76.0,0.135,Energetic,-3.068,260547.0,0.679,11/13/2020,0.195,0.0,5.2e-06,3.0,2020.0,reggaeton,91.0,27248121.0,1,4394,6.277404921700224,that,68,1.547564861174329,is,51,1.1606736458807465,by,45,1.024123805188894,as,30,0.6827492034592626,with,27,0.6144742831133364,philanthropically,17,30.15475648611743,0
4851,Polo G,0.807,0.557,164.964,0.0788,I Know,76.0,0.276,Energetic,-5.249,176575.0,0.665,5/15/2020,0.0919,0.0,0.0,5.0,2020.0,,79.0,12460071.0,1,18642,5.911802853437095,with,174,0.9333762471837784,was,166,0.8904623967385473,as,152,0.8153631584593928,is,151,0.8099989271537389,that,143,0.7670850767085077,hieroglyphiccovered,19,18.876729964596077,0
4852,Harry Nach,0.801,0.231,99.994,0.172,Tak Tiki Tak,76.0,0.0813,Energetic,-4.78,212406.0,0.579,7/10/2020,0.333,0.0,0.000355,11.0,2020.0,chilean trap,63.0,380240.0,1,43596,6.627332931968693,that,591,1.3556289567850262,by,409,0.9381594641710248,is,383,0.8785209652261675,as,326,0.7477750252316726,president,320,0.7340122947059363,collectivebargaining,20,6.154234333425085,0
4853,21 Savage,0.825,0.62,97.974,0.112,Rich Nigga Shit (feat. Young Thug),76.0,0.0969,Happy,-5.625,190331.0,0.733,10/2/2020,0.349,0.0,0.0,1.0,2020.0,,88.0,22055756.0,1,471,3.9615384615384617,na,21,4.45859872611465,je,19,4.033970276008493,aha,18,3.821656050955414,se,13,2.760084925690021,express,8,1.6985138004246283,shipping,8,16.13588110403397,0
4854,Carin Leon,0.524,0.681,166.698,0.123,El Amor De Tu Vida,76.0,0.0593,Happy,-7.889,163224.0,0.49,8/28/2020,0.381,1.0,0.0,8.0,2020.0,banda,86.0,15296206.0,1,387,4.105263157894737,jsem,18,4.651162790697675,smoke,12,3.10077519379845,jsou,12,3.10077519379845,slow,12,3.10077519379845,tak,11,2.842377260981912,nedorazil,9,18.087855297157624,0
4855,Prince Royce,0.565,0.943,129.959,0.0984,Carita de Inocente (feat. Myke Towers) - Remix,76.0,0.061,Happy,-3.358,192698.0,0.781,6/1/2020,0.364,0.0,0.0,10.0,2020.0,bachata,76.0,8349474.0,1,410,3.763157894736842,je,26,6.341463414634147,si,11,2.682926829268293,na,9,2.1951219512195124,co,8,1.951219512195122,kolem,6,1.4634146341463414,zaplacenej,10,16.341463414634145,0
4856,Jeremy Zucker,0.732,0.677,105.165,0.11,"always, i'll care",75.0,0.056,Sad,-12.623,146160.0,0.221,4/17/2020,0.897,1.0,2.62e-05,6.0,2020.0,,67.0,2319977.0,1,253,3.2857142857142856,ty,11,4.3478260869565215,tebe,9,3.5573122529644268,bez,8,3.1620553359683794,za,7,2.766798418972332,nejde,7,2.766798418972332,dohromady,9,13.83399209486166,0
4857,Wilbur Soot,0.708,0.374,80.045,0.105,I'm in Love With an E-Girl,75.0,0.0681,Sad,-12.522,239308.0,0.434,1/24/2020,0.831,1.0,0.019,7.0,2020.0,,52.0,1314011.0,1,422,3.4705882352941178,na,17,4.028436018957346,se,15,3.5545023696682465,tak,11,2.6066350710900474,jsem,10,2.3696682464454977,co,8,1.895734597156398,nechovat,8,11.848341232227488,0
4858,Raiden,0.676,0.392,86.994,0.106,Yours,75.0,0.0338,Energetic,-3.988,235413.0,0.774,5/12/2020,0.137,1.0,0.0,8.0,2020.0,,48.0,90112.0,1,397,3.631578947368421,na,55,13.853904282115868,v,13,3.27455919395466,kluci,5,1.2594458438287153,ty,5,1.2594458438287153,je,5,1.2594458438287153,vyklizeno,9,15.617128463476073,0
4859,Megan Thee Stallion,0.863,0.545,163.991,0.285,Captain Hook,75.0,0.287,Energetic,-5.002,176750.0,0.633,3/6/2020,0.0118,0.0,0.0,10.0,2020.0,,80.0,10259678.0,1,375,3.1621621621621623,ti,12,3.2,je,7,1.8666666666666667,bylo,6,1.6,bitch,6,1.6,ano,5,1.3333333333333333,krystalicky,11,17.866666666666667,1
4860,Bad Bunny,0.636,0.439,171.918,0.287,120,76.0,0.0676,Energetic,-5.542,151506.0,0.656,11/27/2020,0.451,0.0,7.97e-06,2.0,2020.0,reggaeton,100.0,92541142.0,1,601,4.075471698113208,na,15,2.4958402662229617,je,11,1.8302828618968383,jako,10,1.663893510815308,jak,9,1.497504159733777,jsem,9,1.497504159733777,mercedesech,11,35.27454242928452,0
4861,Myke Towers,0.733,0.694,93.021,0.324,Girl,76.0,0.0937,Energetic,-4.957,186427.0,0.708,1/24/2020,0.0325,1.0,0.000327,6.0,2020.0,reggaeton,88.0,19198054.0,1,156,3.0,da,4,2.5641025641025643,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,repetiranje,11,69.87179487179488,0
4862,Lunay,0.672,0.568,88.042,0.203,Victoria,74.0,0.105,Happy,-4.433,223488.0,0.683,9/18/2020,0.542,0.0,0.0,11.0,2020.0,reggaeton,72.0,9781064.0,1,223,3.4444444444444446,co,12,5.381165919282512,bez,8,3.587443946188341,nikdy,6,2.690582959641256,je,5,2.242152466367713,rip,5,2.242152466367713,sledujou,8,14.349775784753364,0
4863,Farruko,0.727,0.604,92.019,0.0562,La Tóxica (feat. Jay Wheeler & Tempo) - Remix,74.0,0.104,Happy,-3.25,294240.0,0.692,10/21/2020,0.102,1.0,1.07e-06,9.0,2020.0,reggaeton,83.0,16473310.0,1,343,3.742857142857143,face,11,3.206997084548105,v,10,2.915451895043732,noci,10,2.915451895043732,no,10,2.915451895043732,den,8,2.332361516034985,everyday,8,25.364431486880463,0
4864,Greeicy,0.503,0.598,167.936,0.0919,Los Besos,74.0,0.298,Energetic,-4.263,202733.0,0.762,4/16/2020,0.0756,1.0,9.84e-06,11.0,2020.0,colombian pop,71.0,7666240.0,1,117,3.5,pa,32,27.35042735042735,say,8,6.837606837606837,earth,8,6.837606837606837,byebye,7,5.982905982905983,Not Found,0,0.0,remember,8,26.49572649572649,0
4865,Bad Bunny,0.763,0.194,126.054,0.111,TE DESEO LO MEJOR,76.0,0.0416,Energetic,-5.054,139576.0,0.597,11/27/2020,0.158,1.0,1.83e-05,1.0,2020.0,reggaeton,100.0,92541142.0,1,401,4.067796610169491,dont,17,4.239401496259352,youre,16,3.990024937655861,oh,16,3.990024937655861,why,11,2.743142144638404,god,10,2.493765586034913,apocalypse,10,7.481296758104738,0
4866,Bad Bunny,0.643,0.295,90.019,0.123,LA DROGA,75.0,0.0389,Energetic,-5.506,162299.0,0.727,11/27/2020,0.0439,1.0,0.0,1.0,2020.0,reggaeton,100.0,92541142.0,1,311,3.7222222222222223,low,12,3.858520900321544,jde,12,3.858520900321544,nahoru,12,3.858520900321544,nebe,12,3.858520900321544,high,6,1.929260450160772,specialbeatz,12,16.077170418006432,0
4867,Bad Bunny,0.693,0.473,139.988,0.324,ANTES QUE SE ACABE,75.0,0.0577,Energetic,-6.098,221187.0,0.549,11/27/2020,0.505,1.0,4.73e-05,2.0,2020.0,reggaeton,100.0,92541142.0,1,275,3.4761904761904763,se,8,2.909090909090909,v,8,2.909090909090909,po,6,2.1818181818181817,na,6,2.1818181818181817,jak,5,1.818181818181818,leatherback,11,30.181818181818183,0
4868,Bad Bunny,0.612,0.393,191.911,0.145,SORRY PAPI,75.0,0.0851,Energetic,-6.054,163053.0,0.561,11/27/2020,0.0601,1.0,0.0,1.0,2020.0,reggaeton,100.0,92541142.0,1,497,3.03125,tutti,53,10.663983903420522,heavy,52,10.462776659959758,guap,27,5.432595573440644,guap,26,5.231388329979879,jsem,11,2.2132796780684103,yzomandias,10,23.13883299798793,0
4869,Myke Towers,0.527,0.463,97.959,0.113,Extasy,73.0,0.262,Energetic,-4.97,187192.0,0.667,12/15/2020,0.287,1.0,0.039,0.0,2020.0,reggaeton,88.0,19198054.0,1,447,3.612903225806452,je,26,5.8165548098434,se,19,4.250559284116331,po,10,2.237136465324385,na,8,1.7897091722595078,ti,7,1.5659955257270697,martinovi,9,17.002237136465325,0
4870,Dalex,0.598,0.552,170.057,0.131,Jockey,72.0,0.142,Energetic,-4.299,221547.0,0.556,10/23/2020,0.0979,1.0,0.000933,7.0,2020.0,reggaeton,76.0,5042237.0,1,232,3.65,w,10,4.310344827586207,czy,8,3.4482758620689653,gdybym,6,2.586206896551724,uuu,6,2.586206896551724,jest,4,1.7241379310344829,najbezpieczniej,15,23.70689655172414,0
4871,Anuel AA,0.614,0.601,168.072,0.0874,Narcos,72.0,0.196,Energetic,-3.527,259250.0,0.746,5/29/2020,0.347,0.0,1.43e-05,10.0,2020.0,reggaeton,88.0,41096825.0,1,3,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,lyrics,6,100.0,0
4872,Joey Montana,0.815,0.734,93.992,0.0207,Desesperado (Voy A Tomar),71.0,0.0674,Happy,-3.964,253173.0,0.747,10/9/2020,0.0138,1.0,0.0,8.0,2020.0,reggaeton,59.0,2699186.0,1,328,4.026315789473684,ten,8,2.4390243902439024,na,8,2.4390243902439024,jak,5,1.524390243902439,jsem,5,1.524390243902439,jen,4,1.2195121951219512,zkrachovali,11,23.170731707317078,0
4873,Rauw Alejandro,0.798,0.819,168.053,0.127,Mood,73.0,0.245,Energetic,-2.63,176000.0,0.704,11/13/2020,0.202,0.0,0.000188,8.0,2020.0,reggaeton,91.0,27248121.0,1,332,4.275862068965517,je,15,4.518072289156627,kundo,12,3.614457831325301,jsme,12,3.614457831325301,tu,12,3.614457831325301,na,8,2.409638554216868,messerschjimtt,14,23.795180722891565,0
4874,Arcangel,0.747,0.736,175.994,0.0872,Sigues Con El - Remix,74.0,0.298,Energetic,-2.97,189567.0,0.693,4/10/2020,0.102,0.0,2.61e-06,1.0,2020.0,reggaeton,83.0,16606156.0,1,3,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,lyrics,6,100.0,0
4875,Reik,0.625,0.566,89.951,0.114,La Bella y la Bestia,74.0,0.0592,Energetic,-4.861,186360.0,0.759,6/11/2020,0.0254,1.0,0.0,8.0,2020.0,latin pop,77.0,9394713.0,1,403,4.057142857142857,plnej,37,9.181141439205955,chceme,36,8.933002481389579,bag,19,4.714640198511166,bag,18,4.4665012406947895,money,12,2.977667493796526,marihuana,9,18.610421836228287,0
4876,Jhay Cortez,0.886,0.383,98.023,0.107,Medusa,73.0,0.208,Happy,-7.293,305333.0,0.604,2/5/2020,0.194,1.0,3.15e-06,0.0,2020.0,reggaeton,82.0,8587400.0,1,378,3.45945945945946,se,11,2.9100529100529102,je,9,2.380952380952381,si,9,2.380952380952381,za,7,1.851851851851852,ve,7,1.851851851851852,mercedes,8,15.07936507936508,0
4877,Daddy Yankee,0.813,0.429,100.047,0.253,Definitivamente,71.0,0.105,Happy,-3.39,217773.0,0.764,1/31/2020,0.586,0.0,0.0,8.0,2020.0,reggaeton,87.0,36735260.0,1,362,3.7,se,9,2.4861878453038675,jak,8,2.209944751381216,na,6,1.6574585635359116,je,6,1.6574585635359116,tak,5,1.3812154696132597,blejskaj,8,24.30939226519337,0
4878,Bad Bunny,0.716,0.224,76.993,0.113,EL MUNDO ES MÍO,73.0,0.0582,Energetic,-6.834,165199.0,0.522,11/27/2020,0.166,1.0,6.5e-05,5.0,2020.0,reggaeton,100.0,92541142.0,1,217,3.4,nebylo,20,9.216589861751151,se,10,4.608294930875576,jak,7,3.225806451612903,ve,6,2.7649769585253456,more,5,2.304147465437788,nakrucovat,10,21.658986175115206,0
4879,Bad Bunny,0.762,0.588,133.037,0.0956,MALDITA POBREZA,73.0,0.0652,Energetic,-4.075,213609.0,0.861,11/27/2020,0.139,0.0,1.08e-06,4.0,2020.0,reggaeton,100.0,92541142.0,1,343,4.552631578947368,me,22,6.41399416909621,come,14,4.081632653061225,up,11,3.206997084548105,yeah,11,3.206997084548105,tolerance,8,2.332361516034985,amphetamines,12,18.367346938775512,1
4880,El Alfa,0.864,0.653,112.987,0.0811,Singapur (Remix),71.0,0.158,Happy,-5.915,287788.0,0.766,12/18/2020,0.452,1.0,0.000428,2.0,2020.0,dembow,78.0,3921332.0,1,647,3.3877551020408165,de,14,2.163833075734157,et,11,1.7001545595054095,with,9,1.3910355486862442,je,7,1.0819165378670788,le,6,0.927357032457496,polkadotcovered,15,50.54095826893354,0
4881,El Alfa,0.925,0.804,120.031,0.124,4K,75.0,0.144,Happy,-4.361,201500.0,0.9,3/12/2020,0.357,0.0,0.00595,3.0,2020.0,dembow,78.0,3921332.0,1,295,4.444444444444445,feat,13,4.406779661016949,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,prayerstriangles,16,56.61016949152543,0
4882,Kiddtetoon,0.863,0.458,90.029,0.0835,Illuminati,74.0,0.118,Happy,-8.552,240000.0,0.545,4/8/2020,0.0696,1.0,0.0,0.0,2020.0,chilean trap,48.0,117489.0,1,3,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,lyrics,6,100.0,0
4883,Rauw Alejandro,0.755,0.745,193.896,0.0625,Tattoo,75.0,0.182,Energetic,-5.144,202887.0,0.617,2/13/2020,0.0217,1.0,0.0,9.0,2020.0,reggaeton,91.0,27248121.0,1,178,4.269230769230769,ja,6,3.3707865168539324,es,6,3.3707865168539324,par,5,2.808988764044944,laiks,5,2.808988764044944,un,4,2.247191011235955,skaidrosies,11,11.797752808988765,0
4884,Ovy On The Drums,0.84,0.74,139.929,0.128,Inolvidable,73.0,0.0568,Happy,-4.941,225812.0,0.543,1/15/2020,0.678,1.0,0.0,0.0,2020.0,reggaeton,83.0,934704.0,1,461,3.6666666666666665,es,26,5.639913232104122,toksisks,20,4.338394793926248,esmu,19,4.121475054229935,tu,11,2.386117136659436,man,11,2.386117136659436,interesants,11,20.39045553145336,0
4885,Bad Bunny,0.761,0.542,151.982,0.0716,25/8,73.0,0.0549,Energetic,-5.469,243276.0,0.732,2/28/2020,0.092,0.0,0.0,4.0,2020.0,reggaeton,100.0,92541142.0,1,13530,5.917023096663815,was,206,1.5225424981522542,her,192,1.419068736141907,with,155,1.1456023651145602,his,109,0.8056171470805618,that,105,0.7760532150776053,wellproportioned,16,17.804878048780488,0
4886,Ricardo Montaner,0.555,0.167,91.998,0.0457,Amén,71.0,0.0314,Sad,-8.443,253634.0,0.402,12/23/2020,0.628,1.0,0.0,0.0,2020.0,latin pop,69.0,6668799.0,1,224,3.590909090909091,es,6,2.6785714285714284,nav,4,1.7857142857142858,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,skrrskrrskrr,12,44.642857142857146,0
4887,Bad Bunny,0.712,0.588,179.788,0.103,BYE ME FUI,75.0,0.112,Happy,-6.342,178000.0,0.599,5/10/2020,0.412,0.0,2.15e-05,5.0,2020.0,reggaeton,100.0,92541142.0,1,436,3.955555555555556,who,24,5.504587155963303,wanna,24,5.504587155963303,fly,24,5.504587155963303,fly,12,2.7522935779816518,die,12,2.7522935779816518,mercedesbenz,12,16.05504587155963,0
4888,Anuel AA,0.694,0.515,93.064,0.108,Reggaetonera,74.0,0.0565,Happy,-4.164,212312.0,0.796,5/29/2020,0.48,1.0,0.000384,6.0,2020.0,reggaeton,88.0,41096825.0,1,67,3.8,tu,10,14.92537313432836,neviens,8,11.940298507462687,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,neviens,7,19.402985074626866,0
4889,Sebastian Yatra,0.794,0.639,91.963,0.142,TBT,73.0,0.0466,Energetic,-1.959,239133.0,0.855,2/20/2020,0.0362,1.0,0.0,2.0,2020.0,colombian pop,80.0,23740911.0,1,398,3.4444444444444446,ar,14,3.5175879396984926,mani,13,3.266331658291457,bet,10,2.512562814070352,tai,8,2.010050251256281,vaig,8,2.010050251256281,piektdiena,10,23.618090452261303,0
4890,Jesse & Joy,0.76,0.604,143.942,0.111,Tanto,74.0,0.059,Happy,-4.529,219760.0,0.772,5/8/2020,0.42,1.0,4.89e-06,11.0,2020.0,latin pop,75.0,9439287.0,1,7944,5.036635006784261,but,64,0.8056394763343404,this,53,0.6671701913393756,its,53,0.6671701913393756,with,52,0.6545820745216515,me,52,0.6545820745216515,http:geniuscomjedimindtricksuncommonvaloravietnamstorylyrics,60,23.867069486404837,1
4891,Super Yei,0.656,0.569,189.984,0.16,La Forma en Que Me Miras,71.0,0.189,Energetic,-1.387,307435.0,0.665,4/20/2020,0.149,1.0,8.33e-06,1.0,2020.0,reggaeton,65.0,540629.0,1,298,4.644444444444445,ma,19,6.375838926174497,ei,17,5.704697986577181,see,16,5.369127516778524,tea,14,4.697986577181208,unes,8,2.684563758389262,taevalaeka,10,13.422818791946307,0
4892,Bad Bunny,0.882,0.742,147.982,0.182,Pero Ya No,75.0,0.118,Happy,-6.103,160638.0,0.612,2/28/2020,0.0475,1.0,5.07e-06,4.0,2020.0,reggaeton,100.0,92541142.0,1,3,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,lyrics,6,100.0,0
4893,Bad Bunny,0.43,0.0508,90.872,0.324,TRELLAS,73.0,0.0281,Sad,-5.372,157673.0,0.412,11/27/2020,0.2,1.0,0.0,2.0,2020.0,reggaeton,100.0,92541142.0,1,398,4.125,ma,16,4.0201005025125625,mu,13,3.266331658291457,ei,12,3.0150753768844223,ja,10,2.512562814070352,pole,8,2.010050251256281,arvatavasti,11,34.17085427135678,0
4894,El Alfa,0.853,0.803,112.987,0.129,Singapur,74.0,0.229,Energetic,-2.473,178407.0,0.909,5/15/2020,0.0522,1.0,0.0223,7.0,2020.0,dembow,78.0,3921332.0,1,526,4.410714285714286,is,12,2.281368821292776,like,6,1.1406844106463878,all,6,1.1406844106463878,that,5,0.9505703422053232,bitches,4,0.7604562737642585,hamhamhammer,12,50.95057034220533,0
4895,Rauw Alejandro,0.809,0.629,85.011,0.108,Ponte Pa' Mi,71.0,0.155,Happy,-4.963,184817.0,0.624,4/16/2020,0.41,0.0,0.0,8.0,2020.0,reggaeton,91.0,27248121.0,1,266,4.2727272727272725,sa,25,9.398496240601505,kuulsaks,21,7.894736842105263,said,20,7.518796992481203,ja,14,5.2631578947368425,kui,7,2.631578947368421,filmikunstist,13,27.44360902255639,0
4896,Ozuna,0.811,0.519,91.98,0.253,No Se Da Cuenta,72.0,0.0403,Energetic,-3.95,231733.0,0.753,9/4/2020,0.138,0.0,0.0,1.0,2020.0,reggaeton,87.0,38264115.0,1,369,4.297297297297297,ja,17,4.607046070460704,sa,13,3.523035230352304,nii,11,2.9810298102981028,ei,11,2.9810298102981028,palju,10,2.710027100271003,papapapapapapalju,17,32.24932249322493,0
4897,Camilo,0.72,0.805,165.882,0.0824,Por Primera Vez,71.0,0.116,Happy,-3.54,182709.0,0.606,4/17/2020,0.143,1.0,0.0,1.0,2020.0,colombian pop,82.0,19931938.0,1,234,3.931034482758621,ja,9,3.8461538461538463,kui,7,2.9914529914529915,ma,6,2.5641025641025643,siis,6,2.5641025641025643,see,6,2.5641025641025643,peegelklaaside,14,39.31623931623932,0
4898,Cali Y El Dandee,0.643,0.532,185.669,0.205,Locura,74.0,0.0877,Energetic,-3.533,209027.0,0.769,5/7/2020,0.0858,1.0,0.0,8.0,2020.0,colombian pop,68.0,4029849.0,1,362,4.15625,ja,18,4.972375690607735,ei,13,3.591160220994475,mis,10,2.7624309392265194,enam,9,2.4861878453038675,ma,9,2.4861878453038675,meenutused,10,27.624309392265197,0
4899,Bad Bunny,0.71,0.184,92.041,0.154,Soliá,74.0,0.0854,Energetic,-5.507,159282.0,0.81,2/28/2020,0.117,1.0,0.000132,2.0,2020.0,reggaeton,100.0,92541142.0,1,510,4.219512195121951,ja,10,1.96078431372549,ma,9,1.7647058823529411,nagu,9,1.7647058823529411,sa,8,1.568627450980392,ei,8,1.568627450980392,litsensilepingu,15,52.549019607843135,0
4900,Myke Towers,0.775,0.394,140.008,0.219,La Playa - Remix,72.0,0.133,Energetic,-3.332,250333.0,0.633,1/3/2020,0.201,0.0,0.0,10.0,2020.0,reggaeton,88.0,19198054.0,1,358,4.56,ja,16,4.46927374301676,mu,11,3.0726256983240225,mina,6,1.675977653631285,pole,6,1.675977653631285,kui,6,1.675977653631285,kiiruskaamera,13,36.87150837988827,0
4901,Lunay,0.737,0.865,173.986,0.255,La Cama - Remix,73.0,0.0798,Energetic,-2.622,330240.0,0.832,3/27/2020,0.12,0.0,0.0,2.0,2020.0,reggaeton,72.0,9781064.0,1,284,4.674418604651163,ja,27,9.507042253521126,ma,9,3.1690140845070425,ei,9,3.1690140845070425,olen,7,2.464788732394366,seotud,5,1.7605633802816902,tiirattaarat,12,21.47887323943662,0
4902,Kany Garcia,0.504,0.304,146.287,0.122,Titanic,72.0,0.0845,Sad,-12.318,238628.0,0.14,5/28/2020,0.924,1.0,0.0,10.0,2020.0,latin pop,75.0,3442181.0,1,695,6.091836734693878,de,39,5.611510791366906,diane,13,1.870503597122302,michel,11,1.5827338129496402,microsillon,8,1.1510791366906474,spectacle,8,1.1510791366906474,beausoleilbroussard,19,23.74100719424461,0
4903,Mike Bahía,0.898,0.958,143.913,0.132,Cuenta Conmigo (feat. Mozart La Para),71.0,0.127,Happy,-4.608,202483.0,0.677,7/24/2020,0.132,0.0,0.0,11.0,2020.0,colombian pop,66.0,3203867.0,1,187,4.521739130434782,sul,9,4.81283422459893,nii,8,4.278074866310161,ja,6,3.2085561497326203,cool,4,2.1390374331550803,kui,4,2.1390374331550803,tatoveeringud,13,40.10695187165776,0
4904,Myke Towers,0.788,0.829,160.147,0.286,Relación Rota,71.0,0.144,Happy,-5.163,160667.0,0.731,1/24/2020,0.544,0.0,6.8e-05,6.0,2020.0,reggaeton,88.0,19198054.0,1,772,3.695652173913044,back,28,3.626943005181347,cause,13,1.6839378238341969,rossy,12,1.5544041450777202,no,12,1.5544041450777202,but,11,1.4248704663212437,reincarnated,12,30.05181347150259,0
4905,Arcangel,0.833,0.698,94.018,0.082,Tussi,74.0,0.0607,Happy,-4.722,189467.0,0.886,9/18/2020,0.256,0.0,0.0,1.0,2020.0,reggaeton,83.0,16606156.0,1,279,4.069767441860465,ma,8,2.867383512544803,kui,7,2.508960573476702,ja,7,2.508960573476702,et,5,1.7921146953405018,mis,4,1.4336917562724014,kuritarvitaksin,15,38.70967741935484,0
4906,Rauw Alejandro,0.816,0.78,94.004,0.277,Fantasias - Remix,73.0,0.0684,Happy,-4.454,267242.0,0.72,3/6/2020,0.206,1.0,0.0,1.0,2020.0,reggaeton,91.0,27248121.0,1,3,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,lyrics,6,100.0,0
4907,Bad Bunny,0.631,0.634,80.353,0.152,<3,72.0,0.229,Happy,-7.589,157967.0,0.665,2/28/2020,0.602,0.0,1.7e-06,10.0,2020.0,reggaeton,100.0,92541142.0,1,3,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,lyrics,6,100.0,0
4908,Young Martino,0.722,0.818,163.012,0.191,Only Fans - Remix,72.0,0.345,Happy,-5.559,422577.0,0.745,10/23/2020,0.422,0.0,0.0,1.0,2020.0,trap latino,49.0,62674.0,1,3,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,lyrics,6,100.0,0
4909,Cauty,0.817,0.825,92.033,0.135,Lloras - Remix,71.0,0.0522,Happy,-4.632,292275.0,0.651,2/21/2020,0.497,1.0,3.97e-05,1.0,2020.0,reggaeton,56.0,1048192.0,1,3,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,lyrics,6,100.0,0
4910,Jowell & Randy,0.763,0.608,175.937,0.154,Anaranjado,71.0,0.144,Energetic,-6.196,212011.0,0.58,7/16/2020,0.0466,1.0,1.6e-05,8.0,2020.0,reggaeton,71.0,4446272.0,1,3,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,lyrics,6,100.0,0
